number_of_rooms,lot_size,house_size,number_of_bathrooms,size_of_the_yard,distance_to_santa_monica,distance_to_malibu,distance_to_closest_freeway_entrance,distance_to_shopping_center,distance_to_the_beach,solar_pannel,number_of_parking_spot,gated,HOA,school_district,price
7,4971,3018,4.5,1653,0.36,14.53,1.11,1.23,0.56,1,5,0,0,8.05,3056824
9,33926,4604,5.8,30390,14.08,8.44,11.87,5.53,0.99,0,6,0,0,7.65,7818455
5,5757,2122,3.2,4143,0.26,16.42,2.25,1.16,0.65,1,2,0,0,7.5,1781500
3,5134,1048,2.2,3605,1.86,18.47,0.74,0.86,0.41,0,2,0,1,7.05,251374
5,44265,1584,3.6,43307,16.74,8.74,4.18,4.73,1.48,1,4,1,0,8.13,2396012
8,20700,3316,5,17890,26.89,5.87,5.79,5.58,1.98,0,4,1,0,7.94,4120287
7,5519,3101,5.1,3460,1.76,22.64,1.3,1.18,1.53,0,5,0,1,8.17,2990932
6,6703,2422,3.5,4801,3.64,19.39,0.3,1.72,3.36,0,4,0,1,7.25,916684
8,2228,2952,5.3,0,2.19,23.97,1.59,1.15,0.44,0,5,0,1,7.76,2860694
7,8400,3146,4.4,5395,2.35,18.65,0.58,0.87,1.39,0,4,0,0,7.59,2134630
4,3774,2332,2.9,1593,0.37,15.76,1.22,0.32,0.96,1,3,0,1,7.85,1954079
6,2745,2479,2.4,1180,2.49,17.61,1.89,0.79,0.83,1,3,1,0,7.85,2146472
5,5579,1601,3.7,4061,0.23,16.48,1.89,0.56,1.17,0,3,0,0,7.84,933569
6,7176,3111,3.2,4615,3.35,22.19,0.9,1.97,2.99,0,5,0,1,7.68,1640234
3,5233,1659,2.6,3626,2.21,13.29,0.38,0.39,0.59,0,3,0,0,7.99,889737
10,46922,5156,5.4,43113,19.19,8.93,10.23,7.93,1.66,0,6,1,0,8.54,8222868
2,4991,1020,2,4942,0.34,20.42,1.11,1.04,1.51,0,2,0,0,7.62,250000
2,4370,1272,2.5,3710,3.15,17.6,0.47,0.47,2.1,0,2,0,0,7.44,250000
4,5291,1966,2,3276,2.09,13.19,0.62,0.53,1.4,1,3,0,1,7.7,1399321
2,5142,1257,1.4,3985,1.09,19.55,2.02,1.06,1.24,1,2,0,0,7.16,259739
6,7875,2715,3.5,5320,1.18,25.49,0.44,1.54,3.23,1,5,0,0,7.3,1309958
4,6267,1976,3,4875,0.61,23.22,2.05,0.18,1.8,1,2,0,0,7.81,1187493
5,2342,2461,2.6,1236,1.97,18.01,1.1,0.7,0.76,0,4,0,1,7.99,1946813
10,48043,6756,5.2,41970,16.26,2.82,12.89,6.36,1.86,0,6,0,0,7.93,11296210
4,3479,1289,3.5,3193,2.36,15.84,1.03,1.28,1.2,0,3,0,0,7.6,419184
4,5763,2106,2,3990,0.13,20.83,1.91,0.33,1.73,0,3,0,1,7.72,1416655
2,2577,1132,2,1822,3.65,24.09,0.75,1.31,2.71,1,3,0,0,7.83,250000
6,3849,2277,2.9,2547,1,16.5,0.59,1.42,1.38,0,3,0,1,7.87,1710018
4,3511,1917,2.5,1585,0.56,17.4,0.65,0.88,1.23,0,5,0,1,7.47,1317003
3,6014,2207,1.5,4109,0.36,16.47,0.83,0.82,1.53,0,4,0,1,7.31,1711605
10,53622,5598,5.4,48598,20.6,4.73,5.85,3,1.57,0,6,0,1,7.89,9861125
4,4957,2632,3.9,2369,3.31,20.58,1.06,0.36,2.44,1,5,0,0,7.58,1130045
7,4196,3098,4.2,1289,0.85,22.83,0.8,0.37,0.98,0,3,0,0,8.03,2877299
7,58011,4192,5.2,54345,21.85,3.48,10.78,4.14,0.93,1,5,1,1,7.94,7269154
6,2522,2927,3.5,0,1.9,21.09,1.73,0.81,0.35,1,5,0,0,7.75,2727420
2,5442,1162,2.2,4164,2.09,21.13,0.71,1.11,1.24,0,2,0,1,7.39,250000
7,2896,2671,4.2,725,1.98,21.59,1.53,0.51,4.26,0,3,0,0,7.78,938311
5,2944,2299,3.1,750,1.6,17.27,1.37,1.44,1.35,1,4,0,0,8.13,1666364
6,7825,3165,3.7,4399,3.55,23.64,0.98,0.89,3.91,1,5,0,0,7.79,1633418
10,46995,4753,5,43298,27.38,2.08,13.43,3.69,1.1,0,6,0,1,8.04,7679511
10,15527,5441,4.9,10994,21.89,1.1,5.13,1.58,1.48,1,6,1,0,7.76,7541655
6,23866,2852,3.5,21827,23.89,3.73,12.47,3.16,1.43,1,4,0,1,7.83,4074524
7,3107,3020,4.1,992,2.32,21.59,2.46,1.23,0.12,1,4,0,1,8.06,2997383
8,4085,3383,4.3,1078,2.16,20.04,0.73,1.39,4.48,0,4,0,0,7.55,1805172
6,4851,2417,4.3,3309,0.14,14.9,1.25,0.56,1.6,1,3,0,1,7.8,2294976
3,5678,1376,2.1,4597,1.97,21.65,2.11,0.76,0.43,0,3,1,1,8.19,441304
10,45765,6820,5.7,39493,13.84,5.89,10.92,7.21,1.76,0,6,0,1,8.32,10629337
5,2169,2033,3.2,852,0.31,15.14,0.58,0.41,0.28,1,4,0,1,7.89,1622408
9,4086,3288,5.5,1296,2.62,24.87,0.26,0.92,4.32,0,5,1,0,7.8,1843206
2,5870,1269,2.2,5089,2.44,15.78,1.24,0.48,1.08,0,2,0,0,7.86,250000
8,6419,2992,4,4204,0.35,23.89,0.95,0.22,0.11,1,4,0,1,7.78,3060477
4,5887,1782,1.7,4265,3,21.74,1.12,0.4,2.67,0,4,0,1,7.59,250000
5,4218,2197,3.9,2234,2.5,19.73,1.83,0.79,0.7,0,4,0,0,7.58,1733892
3,5561,1074,2,4845,2.85,18.94,1.67,1.1,3.48,0,2,0,0,7.42,250000
10,29540,6918,5.9,23236,12.91,7.23,9.81,4.4,1.94,1,6,0,1,8.04,10601653
3,3501,2071,2.4,2209,1.51,14.26,0.54,1.17,2.69,0,4,1,0,7.56,392905
6,6300,2792,3.2,3675,0.4,16.49,1.75,1.01,1.56,0,4,1,0,7.76,2574249
5,5975,1789,3.8,4775,0.59,12.78,0.47,1.16,0.86,0,4,0,0,7.59,1311643
6,2342,2962,3.9,60,1.51,23.21,1.06,1.05,0.45,0,4,0,0,7.94,2869625
10,7374,5366,4.8,1697,17.29,1.97,9.1,4.44,0.36,0,6,0,1,8.12,7674307
3,42377,1786,2.3,40588,13.88,9.18,10.3,6.87,1.81,0,2,0,0,7.54,2146423
7,5151,3056,3.9,2505,0.36,13.19,2.18,0.81,1.4,0,5,1,1,7.87,3203607
4,4801,1509,2.2,3181,1.69,19.3,0.54,1.02,1.67,0,1,0,0,7.6,505357
6,4809,2402,3.8,2819,2.14,18.32,0.94,0.7,1.63,1,4,0,1,7.5,1163072
7,4771,2629,4.7,1885,1.91,21.42,0.64,0.29,4.19,0,4,0,1,7.97,1014352
6,3199,3105,4.7,0,0.74,15.56,0.73,0.28,0.5,1,5,0,0,7.72,3211272
10,45813,6451,5.4,40641,15.78,4.67,5.84,3.47,1.09,0,6,1,1,8.43,10948185
5,5321,2539,2.8,2401,2.46,18.5,0.9,1.06,1.76,0,4,0,1,7.7,2022267
10,57472,6919,4.7,51898,18.75,9.51,4.35,6.17,1.32,0,6,0,1,8.1,10767755
3,5564,1455,3.2,3687,3.2,18.34,0.5,0.8,2.97,1,3,1,0,7.68,250000
7,8964,3590,3.7,5151,3.57,14.77,1.73,1.3,3.8,0,5,1,0,7.83,2243845
3,53631,1581,1.3,52265,24.03,6.62,11.68,4.36,1.98,0,3,0,0,7.61,2286705
7,7050,3002,3.6,3456,2.91,16.85,1.6,1.52,3.6,1,5,0,0,7.75,1609626
7,2635,2961,4.1,242,1.53,21.9,1.5,0.41,0.67,0,4,0,0,7.66,2899421
7,2258,2877,5.1,274,1.52,22.83,1.81,1.46,0.97,0,4,0,1,7.9,2660537
6,4833,2458,3.9,2862,2.49,12.37,0.5,0.21,0.78,0,4,0,0,7.85,2268695
4,4510,1988,3.4,3202,3.87,14.77,1.44,0.76,1.14,0,4,0,0,7.88,451673
6,2287,3344,2.6,0,2.64,24.42,1.61,1,2.78,0,5,0,1,8.03,1649226
7,24917,3482,3.9,21817,23.59,5.1,9.71,5.93,1.58,0,4,0,0,7.38,4741135
2,5073,1739,1.7,3497,3.71,16.22,1.29,1.86,2.89,0,3,0,1,7.51,250000
5,4167,2682,3.4,1401,1.16,12.33,1.86,1.34,0.97,0,3,1,0,7.8,2392457
4,5041,1912,2.7,3897,1.04,18.78,0.83,0.21,0.14,1,3,0,1,7.84,1402671
4,3885,1832,3.2,2403,0.34,23.71,0.6,0.58,0.64,1,2,0,0,7.37,1267574
10,59002,5962,5,53518,17.04,4.15,6.42,7.21,1.84,0,6,0,0,8.2,10459897
6,6996,2256,3.9,4566,1.73,20.19,2.16,0.11,0.47,0,5,0,1,7.44,2250725
10,35802,5827,5.4,30096,15.43,3.57,12.75,1.16,1.07,1,6,0,0,8.24,8508256
7,6405,2637,4.1,4078,1.53,12.13,2.24,0.72,1.68,0,4,0,0,7.67,2495796
4,6438,1747,3.4,4539,1.84,12.99,1.6,0.77,1.76,0,3,0,0,7.77,997668
6,7307,2340,4.1,5064,1.26,22.82,1.53,1.83,3,0,3,0,0,7.82,797776
5,2104,2156,4.1,142,1.78,23.98,1.09,1.35,0.75,1,3,0,1,7.9,1576079
10,47872,4339,6.1,43470,16.55,8.13,5.86,2.89,0.45,0,6,1,0,8.47,6643833
4,2489,1833,2.9,291,0.65,14.93,2.26,0.84,0.92,0,3,0,1,7.72,1101766
8,5251,3244,3.8,2125,3.61,19.65,1.76,0.34,1.01,0,6,0,1,7.92,2217737
3,6264,1528,2.7,5237,2.28,22.35,1.06,0.23,4.34,0,3,0,0,7.7,250000
2,2131,1051,2.3,2002,0.2,16.91,1.88,0.39,1.2,0,3,0,1,7.56,250000
2,4214,1075,1.8,2368,1.43,15.94,0.57,0.75,0.11,0,2,0,0,7.48,250000
8,5792,2432,4.6,4158,1.3,17.61,1.39,0.71,0.77,0,4,0,0,7.29,2661235
10,43604,6432,5.2,37791,23.35,9.72,10.36,7.74,0.4,0,6,0,1,8.48,9308558
7,54436,3033,4,50505,17.23,3.84,7.95,1.52,1.55,0,5,0,1,7.83,5000996
5,1892,2171,2.7,0,1.49,17.12,0.46,1.35,1.14,0,3,0,1,7.78,1502468
2,6722,1065,1.8,5058,1.27,19.17,0.84,1.18,1.17,1,2,1,0,7.33,250000
9,56238,3409,4.9,52741,24.89,5.08,7.97,7.56,1.07,1,4,1,1,8.07,5267080
6,23210,2299,3.9,21357,20.17,4,5.6,7.2,1.98,0,4,0,0,7.4,2725832
4,4555,1529,2.9,3553,2.01,12.1,2.15,1.44,1.32,0,3,0,1,7.92,712204
5,3649,1898,3.7,2127,0.73,14.07,0.61,0.61,0.94,0,2,1,1,8.06,1397045
5,1879,2488,3.5,0,0.34,13.39,1.94,0.48,1.17,0,4,0,0,7.37,2155769
6,8118,3040,4.2,5592,2.59,15.23,1.34,0.85,1.3,1,4,0,0,8.12,1887241
8,4885,3091,4.2,1781,0.73,22.91,2.39,0.48,1.38,1,5,0,0,7.87,3096564
10,29535,4405,5.8,25083,16.47,1.8,8.82,4.14,1.09,1,6,1,1,8.14,5981062
7,3520,2793,4.6,1501,3.71,15.96,0.34,1.53,1.96,0,4,1,0,7.83,1510309
4,6428,1975,3.2,4700,2.14,15.93,1.05,1.35,0.82,1,4,0,0,7.68,1463259
5,2696,2579,3.6,151,0.54,16.16,1.76,0.77,1.36,0,4,0,0,7.8,2183497
5,38350,2754,3.1,35973,17.24,3.33,7.26,5.65,1.11,0,4,1,0,7.63,4197242
5,8444,2530,2.9,6610,24.03,7.15,6.89,1.25,1.73,0,4,1,1,8.18,2519922
4,18377,2204,2.5,15846,26.61,6.76,8.38,4.93,1.52,0,5,0,0,8.07,2043455
6,32640,2325,3.4,30572,18.64,7.91,8.13,5.82,1.06,0,3,0,0,8.1,3041240
4,7149,2065,2.6,5721,2.9,20.92,0.87,1.27,4.32,0,2,1,1,7.57,268412
9,50860,4196,4.7,47187,23.23,5.76,9.88,3.18,0.98,1,6,0,1,8.07,6553589
5,3280,2437,3.1,1352,0.84,12.6,2.13,0.53,0.21,0,3,0,0,8.18,2010706
8,6288,3405,4,2834,1.69,19.92,1.61,0.34,1.2,0,4,0,0,8.02,2174780
10,42436,5784,5,37544,17.87,2.87,8.54,6.61,0.97,1,6,0,0,8.03,8734673
2,2475,1134,1.9,1380,2.82,21.7,1.26,0.87,3.82,0,2,0,1,7.63,250000
4,6267,1500,2.5,5636,1.66,14.57,0.59,0.82,3.92,1,2,0,1,7.72,250000
4,5083,1593,3.1,3395,1.21,20.43,1.78,1.53,2.15,0,3,0,1,7.69,250000
3,4534,1437,1.4,2911,2.04,16.64,2.13,0.63,1.5,1,3,0,0,7.61,411661
4,8505,1168,2.6,7107,1.34,21.16,0.77,1.04,2.15,0,3,0,1,7.58,250000
6,2940,2884,4.4,213,2.25,15.07,1.23,1.27,1.41,0,5,0,0,7.68,2762670
5,2473,2585,2.8,498,3.15,18.43,0.54,1.17,3.92,0,5,1,0,7.28,904215
8,19174,3000,4.9,17050,13.96,7.64,9.96,5.19,0.52,0,4,1,0,8.08,4180664
9,21215,3872,5.4,17276,13.01,8.76,9.69,3.57,0.31,0,4,1,1,8.07,6097847
6,28848,2813,3.7,25887,27.73,3.18,7.24,7.93,0.35,0,4,1,0,8.31,3255978
3,8023,1802,2.7,6471,3.47,20.79,0.68,0.73,2.26,1,4,0,0,7.4,250000
6,6162,2333,3.6,4912,1.87,16.19,2.38,1.09,0.82,0,4,0,1,7.75,2273358
8,3616,3064,5.7,892,3.84,24.69,0.71,0.93,3.83,0,5,0,0,7.51,1540816
10,38899,4813,5,34015,16.74,8.37,5.66,1.18,0.46,1,6,0,0,8.22,7630056
10,58313,5043,4.5,53232,22.81,6.33,10.23,1.86,1.13,0,6,0,1,7.98,8188091
5,32066,2160,3.9,29488,18.15,1.34,6,1.17,0.93,0,4,1,0,7.85,3383895
7,23172,3298,3.8,20028,24.03,7.89,6.3,7.8,0.26,0,5,0,0,7.73,4348143
7,5099,2853,5,1687,2.94,16.22,0.53,0.65,1.63,1,4,1,0,8.11,1656234
7,5781,2784,3.4,2597,0.4,23.72,2.47,1.41,0.94,0,4,0,0,7.93,2637276
2,6817,952,2.3,5655,1.52,21.32,2.03,0.15,1.64,0,2,0,1,7.86,250000
2,2491,1221,2.5,688,0.21,18.5,2.05,0.95,1.08,0,2,0,0,7.72,250000
6,7524,2749,3,4889,2.49,22.62,1.52,0.6,2.18,0,5,1,0,8.1,1312710
2,6835,1223,2.3,6516,1.54,18.85,0.99,1.94,4.4,0,2,0,1,7.17,250000
6,8355,2642,2,6102,2.19,15.44,0.67,1.96,2.53,1,5,0,0,7.8,1177580
4,38429,2152,2.1,36716,18.26,9.72,7.51,7.05,0.28,0,3,0,0,7.93,3083504
4,4746,1541,2.4,2619,3.16,23.73,0.42,1.08,1.87,0,3,1,1,7.72,250000
2,4762,1202,1.7,3437,2.2,21.13,0.66,1.73,1.53,0,2,0,0,7.22,250000
3,5661,1822,1.9,4464,3.49,20.55,0.73,1.91,3.96,0,3,0,1,7.46,250000
5,8324,2434,2.8,6059,1.77,19.23,1.03,0.37,3.6,1,5,0,1,7.68,907355
3,6921,2055,3.2,5280,2.38,18.06,1.34,0.73,0.67,0,3,0,1,7.52,1578007
7,4248,2959,4.2,1729,1.44,15.51,1.93,0.81,0.38,0,5,0,0,7.69,3174275
8,6643,2790,4.4,4535,1.63,13.64,0.62,0.24,1.15,0,5,0,1,7.86,2866697
6,5867,2316,4.5,4277,0.86,20.65,2.02,1.41,0.73,0,4,0,0,7.68,2239149
10,30348,4528,4.6,27463,12.04,3.78,5.39,5.77,1.01,0,6,1,0,8.16,7255507
5,43874,2569,3.6,40800,18.49,3.48,7.44,6.28,1.21,0,4,1,0,7.96,3442951
8,8199,2790,4.7,5319,1.83,19.36,0.89,1.93,1.61,0,4,0,0,7.72,1727508
7,19507,3162,4.6,16908,22.05,7.66,9.01,7.15,0.18,0,5,1,0,8.16,4026316
4,2955,2058,3.8,1271,2.09,13.77,1.5,1.1,1.56,1,3,0,0,8.15,1292091
5,7094,2451,3.2,5481,1.67,25.31,1.31,0.63,2.13,0,5,0,0,7.63,963878
5,2192,2374,3,233,2.06,21.03,2.1,1.03,1.35,1,5,0,1,7.49,1856326
10,14092,6697,6.7,8241,20.12,9.28,7.37,5.95,1.02,0,6,0,0,8.19,9701551
8,6585,2753,4.9,5070,0.44,21.23,2.31,0.21,1.5,0,4,0,0,7.52,2825145
9,22938,3943,4.4,18790,18.86,7.77,8.81,6.48,0.24,1,6,0,0,8.15,5152757
7,3045,3454,4.8,0,2.02,22.56,1.04,0.6,3.96,1,5,0,1,7.55,2020153
7,3585,2984,4.4,1599,1.72,22.48,1.13,1.98,4.5,1,4,0,0,7.69,1257140
4,6115,2433,2.7,4611,3.88,20.63,1.55,0.78,2.53,0,3,0,0,7.86,646771
2,3116,997,1.6,2455,0.27,14.92,0.34,0.44,1.21,0,2,0,1,7.54,250000
3,6764,1506,2,6114,1.6,19.63,1.66,0.22,3.74,0,3,0,0,7.55,250000
8,4583,2999,4.4,2297,0.14,19.71,0.46,0.11,0.36,0,3,0,0,7.94,3123078
10,24282,5843,6,18469,15.39,7.44,13.48,0.9,0.94,0,6,1,0,8.35,8303591
5,6871,2023,3.8,5147,3.32,25.69,0.63,1.47,4.25,0,2,0,1,7.56,250000
3,5037,1647,2.5,3198,1.2,14.59,2.21,0.92,1.71,0,4,0,1,7.58,833115
7,2637,2069,3.6,515,0.13,15.61,2.35,0.53,0.71,1,4,0,1,7.92,1755117
4,3650,1235,3.1,2755,3.1,22.66,0.48,0.25,2.43,0,3,0,1,7.74,250000
6,42630,2803,3.6,40508,27.26,4.62,5.3,1.59,1.33,1,5,0,1,8,4145199
4,1859,1710,2.5,0,1.3,23.39,2.37,0.35,0.41,0,3,0,0,7.77,867706
7,3738,3044,4.4,314,2.2,16.73,1.84,0.22,1.31,0,4,0,1,7.81,2974313
4,3611,1542,3,1814,1.83,22.54,1.17,1.72,2.03,0,3,1,0,7.53,250000
8,20885,3249,4.9,17988,18.63,4.45,8.11,4.43,1.65,0,5,0,1,7.85,4739239
10,59426,4820,5.3,54558,21.81,7.59,6.32,2,1.54,1,5,1,0,8.33,8090906
3,2998,1435,2,1955,1.69,18.01,1.75,1.06,0.14,0,2,0,0,7.88,459370
10,51276,4522,5.2,46879,15.09,6.88,13.38,2.33,0.59,1,6,0,0,7.75,7373599
7,4492,2425,4.6,2651,3.32,22.09,0.67,1.15,3.94,0,3,1,0,7.69,863319
5,5953,2010,3.4,4336,3.53,14.05,1.03,0.59,3.6,0,3,0,0,7.91,250000
3,4549,1570,2.7,3592,2.43,22.29,1.91,1.41,0.69,0,3,0,0,7.94,601514
6,4322,2297,3.6,2232,0.48,21.34,0.96,0.4,1.05,0,4,0,0,8,1838247
4,2788,1994,3.3,1172,0.27,20.42,1.44,0.79,0.61,0,4,0,1,7.99,1404680
7,7098,2715,3.7,4458,3.3,20.9,0.62,1.84,1.06,0,4,0,1,7.85,1632489
2,3135,948,2,2030,0.76,17.39,0.74,0.22,1.32,0,2,0,1,7.33,250000
10,15695,6467,5.3,10415,17,1.48,12.27,0.82,1.68,0,6,0,1,8.11,8837504
3,5479,1517,2.3,3724,1.42,15.48,1.58,0.26,4.42,0,3,1,0,7.52,250000
7,2716,3013,4.6,576,0.37,22.4,1.5,0.15,0.89,0,4,1,1,8.14,3057082
5,6791,2458,2.9,4405,2.07,20.83,0.61,0.99,1.98,1,4,0,0,7.98,940258
6,4267,2886,4.9,2583,0.52,12.23,1.73,0.17,1.77,0,3,1,1,7.96,2762381
6,1891,2350,4.8,152,1.66,19,0.7,0.94,0.2,1,4,1,1,8,2242319
7,2055,2826,4.4,0,1.28,21.78,0.99,0.66,1.29,0,3,0,0,7.82,2655193
7,3475,3155,4.3,510,3.6,20.28,1.66,1.72,3.56,0,4,0,1,7.42,1728238
9,3690,3558,5.7,839,3.54,14.31,1.72,1.5,1.29,0,4,0,0,7.77,2537523
4,5786,1035,2.5,5166,2.12,23.31,1.79,0.4,0.71,0,4,1,0,8.04,250000
6,5468,2785,3.9,3165,1.69,12.16,0.7,0.58,0.5,1,4,0,0,8,2718662
2,6276,1024,2.2,5909,2.46,22.94,1.1,1.18,1.38,0,2,0,1,7.42,250000
7,5258,2353,4.2,3272,2.63,17.98,0.48,1.58,2.4,0,4,0,1,7.76,976529
5,5325,1862,2.2,3400,2.97,16.76,0.37,0.25,2.02,0,2,0,0,7.94,250000
3,3713,938,1.2,3437,2.11,21.36,0.44,0.61,1.72,1,1,1,1,7.65,250000
6,6925,2528,3.6,4862,1.18,12.15,1.45,1.48,0.99,0,5,0,1,8.11,2250191
8,3182,2823,3.8,38,2.27,18.47,0.37,1.4,1.29,1,2,0,0,7.69,2579183
3,2981,1665,2.3,968,0.18,19.29,1.55,0.24,1.11,0,2,0,1,7.49,823744
5,3686,3199,3.1,739,1.97,23.7,1.82,0.67,0.76,0,5,0,1,8.21,2830091
3,4553,1003,2,3147,0.17,19.36,0.97,1.14,1.62,0,2,0,0,7.55,250000
4,33498,2049,2.3,31775,19.53,1.99,9.97,5.79,0.99,1,3,1,0,8.34,2718160
6,39873,2215,4.1,37148,18.98,6.62,11,7.01,0.44,1,4,0,1,7.48,3699962
7,3581,2732,3.9,1171,1.51,15.04,2.1,0.18,1.29,0,4,0,1,7.6,2651767
2,4185,1127,2.2,2727,3.71,19.8,0.65,1.49,4.1,0,2,0,0,7.54,250000
2,5390,900,2.4,4664,2.34,18.6,1.66,1.03,1.05,0,3,1,1,7.68,250000
7,5078,2756,3.4,3010,2.42,17.46,2.03,1.38,1.26,0,4,0,1,7.71,2560895
6,4866,2289,4.3,2152,0.8,23.05,2.31,0.65,0.84,0,2,0,0,7.96,1913119
10,26236,5682,5.6,21804,12.1,4.88,11.94,5.34,1,1,6,1,1,8.26,8444175
4,7621,2139,3.3,5719,3.88,17.26,1.39,0.95,2.7,0,3,0,1,7.65,554358
8,8903,3451,5.3,5518,3.14,20.26,0.46,0.89,3.05,1,6,0,0,7.72,2253604
5,37641,2577,3,35889,16.55,9.22,8.27,5.03,0.97,0,5,1,1,8.07,3670675
7,1818,2903,4.6,0,0.88,16.97,1.28,1.29,0.67,0,4,0,0,7.81,2900620
8,5034,3052,5,2148,2.27,17.23,1.58,1.27,3.07,1,5,0,0,7.72,1767096
4,3366,1966,3.1,1530,3.79,19.31,1.48,1.87,4.41,0,3,1,0,7.89,250000
4,3968,1764,3.2,1965,0.94,15.69,0.76,0.34,1.19,1,3,1,0,7.96,1050375
10,30592,4928,6.3,27115,23.46,9.61,5.65,7.98,0.85,0,6,0,0,7.76,7362986
7,18284,3692,4.8,13906,14.48,5.45,7.08,4.32,0.53,1,5,1,0,7.78,4771377
6,43398,2787,3.2,40163,14.96,2.46,6.64,2.46,1.35,0,5,0,0,7.86,4579600
4,3834,1541,3,2890,1.49,18.27,1.36,0.54,0.33,1,3,0,1,7.7,896857
7,5798,2886,3.7,2929,0.98,18.31,0.56,0.68,0.71,1,5,0,1,8,2937148
6,4830,2789,3.9,1892,2.17,12.34,2.37,0.16,1.14,1,4,0,1,7.87,2853926
5,7730,2129,3.6,5384,1.37,25.28,1.07,1.31,4.27,0,5,0,1,7.81,355133
10,50514,5444,5.2,45154,25.68,3.99,5.15,6.87,1.05,1,6,0,1,8.45,8481073
6,3605,2835,3.2,807,0.18,23.7,1.73,0.71,1.17,1,5,0,0,7.99,2647364
5,6383,2306,3.7,3874,1.05,24.8,1.52,0.51,2.45,1,2,0,0,7.62,771445
2,5775,1145,1.8,5446,2.3,22.74,2.3,1.14,0.28,1,3,0,1,8.09,250000
5,6396,2151,3.1,4412,0.2,23.04,1.38,1.32,1.56,0,4,0,1,7.56,1642364
6,3851,3441,3.6,786,1.03,14.07,1.01,1.08,1.57,0,5,0,0,7.68,2143845
5,5181,2173,3.3,3678,0.29,18.32,2.04,0.21,1.61,0,5,0,1,7.54,1802310
6,2064,2302,3.5,0,1.57,18,0.97,0.84,0.98,0,5,0,1,7.6,1916684
5,8843,2950,3.6,6279,1.85,19.04,0.81,1.73,3.7,1,5,0,1,7.56,1563145
10,7185,5705,6,1767,27.45,3.52,10.48,4.85,1.55,0,6,0,1,8.22,7226219
2,5937,985,2.2,5401,1.7,19.8,2.37,1.1,1.45,0,2,0,1,7.52,250000
3,2370,1469,1.9,7,2.22,16.33,1.67,1.03,1.43,1,2,0,0,7.54,426031
10,18078,5725,5.2,13388,19.3,1.25,6.73,3.7,1.52,1,6,0,1,8.14,8450250
5,7208,1866,3.2,5487,3.1,24.99,0.22,1.77,1.77,1,4,0,0,7.95,250000
7,7736,2938,4.2,5311,1.06,21.56,0.9,1.02,3.86,1,5,0,0,7.63,1512135
6,6918,2147,2.3,5697,1.69,15.35,1.01,0.57,1.29,0,4,0,1,7.45,1887558
7,3002,3152,4.6,836,1.29,23.95,1.38,0.41,0.96,1,6,0,1,7.9,3206460
9,59920,4695,5.1,55088,15.27,5.14,11.11,6.38,0.1,0,6,1,0,8.66,7956027
3,5389,1040,2,4252,2.16,21.8,2.47,1.41,0.71,0,2,0,1,7.44,250000
5,4255,2089,2.7,2381,2.15,20.79,0.47,0.39,0.63,1,4,0,1,7.86,1530770
6,15262,3342,3.6,12724,27.52,7.85,6.83,4.86,0.87,1,4,1,0,7.9,4261937
5,6488,1945,3.4,4959,0.57,13.92,1.34,1.17,1.8,0,3,1,0,7.99,1413235
9,47518,3542,5.1,44262,20.92,3.79,5.96,2.59,0.52,0,5,0,0,8.22,6368685
5,4503,2837,3.2,1198,3.48,18.16,0.34,0.73,1.48,1,4,0,0,7.84,1403121
6,5253,2307,3.3,3704,1.24,17.03,2.25,0.44,0.78,1,4,0,1,7.81,2077568
10,51466,6696,5,45326,20.6,0.27,4.11,4.72,0.93,1,6,1,0,8.72,10422214
3,4434,1267,2.5,2995,1.79,15.57,0.67,0.67,3.23,0,4,0,1,7.44,250000
2,21394,1455,1.9,20573,24.88,5.27,10.85,7.39,1.13,0,2,0,0,7.13,1054012
3,5403,1373,2.6,4246,2.52,24.88,0.46,1.44,3.08,1,3,0,0,7.41,250000
3,5221,1115,2.6,4057,1.87,12.51,0.72,1.03,0.27,1,3,0,0,7.97,250000
4,3311,2300,3.9,991,0.96,21.3,1.73,0.43,0.35,0,3,0,0,7.84,1915252
9,12889,3839,4.8,9981,21.75,6.82,10.96,6.05,1.34,0,6,1,1,8.15,5378513
6,5579,2530,3.2,2879,1.96,13.49,1.74,0.51,1.39,1,4,1,1,8.02,2267671
7,6482,2711,5,4869,0.28,16.89,1.04,1.2,0.8,1,4,1,0,7.72,2800228
5,2680,2041,3.5,698,1.69,17.97,1.76,0.19,1.59,0,3,0,1,7.86,1329615
4,6276,2358,3.4,4042,0.62,16.03,2.16,0.64,1.01,0,2,0,0,7.52,1934818
10,37845,5809,4.3,33405,12.73,1.24,12.15,5.29,0.46,1,6,1,0,8.52,9399478
8,7777,3350,4.4,4947,1.3,15.26,1.47,0.65,1.2,0,4,0,0,7.92,2420103
3,4521,1324,2.7,2415,0.78,18.19,1.92,0.23,0.6,0,3,0,0,7.56,510881
7,5186,2585,4.8,2492,0.4,15.32,0.79,0.63,1.4,0,3,0,0,7.9,2457641
7,2810,3314,3.1,0,3.9,16.43,1.33,1.72,2.89,1,5,0,0,8.1,1719142
8,3664,2983,3.9,626,1.46,14.6,0.57,0.83,1.03,1,4,0,1,7.51,2968808
10,32971,5464,4.6,27935,20.08,6.01,11.61,5.17,1.27,0,6,1,0,8.43,8037335
4,1964,1897,3,1080,1.79,17.45,1.31,1.04,0.53,1,2,0,1,7.53,1310204
